,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,major_axis,minor_axis,convex_area,convex_ratio,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,classlabel
0,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Bacterial_spot
1,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.3118743896484375,0.4760284423828125,0.4866180419921875,4.859580041377853,7.228604378637892,7.379478273245965,19.962466178873512,0.7972182088236752,0.994545509905825,0.10207208086463623,Bacterial_spot
2,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,8.968368530273438,17.733840942382812,18.408401489257812,23.92482090801092,43.97074930273242,45.432264633973766,371.03632058583236,0.8950731343126102,0.8452629743160416,2.7347301988549013,Bacterial_spot
3,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,1.940032958984375,3.18548583984375,3.4259796142578125,11.421749642304889,17.631104724102798,18.72929069838273,90.52651777561516,0.8476777682884737,0.961683956670051,0.7042441669111994,Bacterial_spot
4,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.017425537109375,0.0326385498046875,0.03070068359375,0.8688759256038515,1.5502409034907154,1.4563358669894804,1.0797974637158787,0.7410817276490149,0.9994647331901606,0.01050999657977471,Bacterial_spot
5,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.251800537109375,0.437225341796875,0.4065704345703125,4.050053777524387,6.7843159663557815,6.337627812312535,9.147826917531718,0.8865264212364671,0.9954099267486173,0.08798302941041186,Bacterial_spot
6,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,1.0184478759765625,2.1162109375,2.1137542724609375,7.554464004779212,15.567787314000114,15.547241555969874,24.029692215734332,0.9440247560407433,0.9805481645793586,0.37680030231793615,Bacterial_spot
7,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.1042327880859375,0.207489013671875,0.187225341796875,2.464218379166865,4.789480769726555,4.317367230865898,5.824029249567474,0.8487364527674591,0.9980257710849645,0.03920721767184055,Bacterial_spot
8,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.3289947509765625,0.5351715087890625,0.5518798828125,4.174631039287356,6.500071515992449,6.658603430139742,13.453125991205306,0.8296115784957043,0.9917894835876402,0.1531992858786311,Bacterial_spot
9,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Bacterial_spot
10,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Bacterial_spot
11,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Bacterial_spot
12,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.0518341064453125,0.0984954833984375,0.09747314453125,1.3817688921478344,2.520561234646298,2.509574383377501,1.6658906430219147,0.854304900271174,0.9983211055931295,0.033135732043976414,Bacterial_spot
13,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.4411163330078125,0.6793975830078125,0.6716461181640625,5.397237181037251,8.0650439817234,8.049663079660956,20.3170364162822,0.8317340113213277,0.9916688928945194,0.1594304802285596,Bacterial_spot
14,57006.0,1856.2396757602692,256,256,1.0,0.869842529296875,0.20790375350438323,256,256,65025.0,0.8766782006920415,7.0202789306640625,24.216476440429688,21.41986083984375,17.01591467040885,55.03806414448121,48.792055913776935,290.7131620049981,0.9388530620968294,0.8384876590417393,2.7947986617119174,Bacterial_spot
15,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.392364501953125,0.9564361572265625,0.8834991455078125,4.274231421904727,10.050779447347354,9.247666773781937,17.803481233179546,0.8937176569400325,0.9899984211456073,0.19390821005141817,Bacterial_spot
16,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,0.043731689453125,0.077484130859375,0.074127197265625,1.6705815353614741,2.8759937342534263,2.759924966858346,4.227514147202999,0.7117441855346149,0.9990765551329824,0.01786275188835592,Bacterial_spot
