,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,major_axis,minor_axis,convex_area,convex_ratio,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,classlabel
3127,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,39.95848083496094,52.889404296875,42.37701416015625,47.64680811089033,62.55888124864956,50.39226904024281,163.71993455041329,0.9750130085777402,0.6127940545466511,5.841249604536269,Tomato___healthy
3128,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,27.955520629882812,43.869049072265625,32.47999572753906,40.69757739880265,62.45243651342916,46.81796005035193,175.34437064470393,0.971285360403402,0.6885713484568754,4.962015672197025,Tomato___healthy
3129,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,37.310455322265625,47.95549011230469,42.65522766113281,57.107762977955915,66.74003854375607,61.64625871219688,1285.1975839821216,0.8436683335599349,0.5860989068822844,7.123780732583315,Tomato___healthy
3130,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,35.59527587890625,54.91162109375,43.74346923828125,48.21554316992562,71.00476467740414,57.58778211564969,575.7675459258455,0.9304920578961368,0.6130790257523292,6.398074908347677,Tomato___healthy
3131,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,36.73600769042969,60.479827880859375,51.87773132324219,48.97372661203606,69.60156374221056,61.70706194474121,991.2530201124559,0.8817631024192973,0.5153808309654468,8.14026250592277,Tomato___healthy
3132,47312.0,2942.1159949302673,256,256,1.0,0.721923828125,0.0686849504111574,256,256,65025.0,0.727597078046905,26.03436279296875,34.78773498535156,29.272109985351562,47.35808502665431,59.547282712984305,51.418433394102195,611.9823074959149,0.9015078618277393,0.7157530983923626,4.950463763640943,Tomato___healthy
3133,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,26.096405029296875,35.42979431152344,30.403671264648438,46.947333661828885,58.824571266492846,52.01752966927482,897.5941153943193,0.8539724334032092,0.6912705723681751,5.3876041832676265,Tomato___healthy
3134,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,42.03228759765625,53.942291259765625,48.86761474609375,53.02616606073723,63.49441885209568,58.78172600421983,1168.231881067377,0.8423276801779513,0.5114413271669753,8.186856618826802,Tomato___healthy
3135,65024.0,1020.8284270763397,256,256,1.0,0.9921875,0.7841118824391357,256,256,65025.0,0.9999846212995002,34.59782409667969,51.432891845703125,44.53619384765625,49.86060874792532,66.54961739632459,59.29333149668768,972.3283674398061,0.8751518683091106,0.5698624344272409,7.316121090662379,Tomato___healthy
3136,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,40.15708923339844,54.55955505371094,41.91761779785156,46.18296513225759,62.163920815019125,48.15458332220791,139.38005013095923,0.97788071127053,0.6055588062367692,5.974675209132691,Tomato___healthy
3137,48722.5,2420.604241490364,256,256,1.0,0.7434463500976562,0.10449411892030766,256,256,65025.0,0.7492887351018839,23.397781372070312,33.61503601074219,26.756271362304688,42.35004227734749,54.963719660103386,45.35712779471091,279.366017577374,0.9454715821826687,0.7001652712591648,5.142516628055594,Tomato___healthy
3138,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,27.173583984375,35.12451171875,32.67317199707031,47.648836082596496,56.711173465257296,53.810115346993044,955.2101676638788,0.8411019810420955,0.6621331180860728,5.860410170786025,Tomato___healthy
3139,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,45.82896423339844,61.538421630859375,49.4609375,48.96787000459639,65.15071371562429,52.715426283137376,142.81659656141866,0.9798725270818378,0.5760151186249644,6.356454850205428,Tomato___healthy
3140,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,24.940872192382812,37.69038391113281,31.984649658203125,45.918999695955605,61.141438161931966,53.87145624140981,655.8503181468664,0.8996863309684127,0.6786082663532538,5.578114782226564,Tomato___healthy
3141,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,33.76863098144531,47.562713623046875,41.68711853027344,52.377819595599505,68.13812591338136,60.702232056538605,864.9939459282482,0.8947341008425934,0.6258570712113062,6.439215262000408,Tomato___healthy
3142,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,30.919235229492188,41.66587829589844,36.135498046875,51.41000673607817,63.109667646142576,56.8227383161194,1132.6744719579003,0.8421422988377263,0.6334236497489998,6.35770742118949,Tomato___healthy
3143,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,36.56535339355469,50.336822509765625,43.01969909667969,50.29696238564525,64.14045097655473,56.63548543067368,1021.0794324298339,0.8594527359572377,0.5705242225746568,7.267271709625252,Tomato___healthy
3144,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,44.13081359863281,55.09431457519531,49.615875244140625,54.894339527787935,65.05387477275572,59.69541832847953,1089.0072322844571,0.8596265971533853,0.5361340055675567,7.754607880886924,Tomato___healthy
3145,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,34.36219787597656,55.98475646972656,47.46336364746094,46.30845741970027,67.40663525571566,58.80051980808929,1171.0048849000377,0.8491923907900929,0.5419860927299638,7.699184390027732,Tomato___healthy
3146,44512.5,2899.412458181381,256,256,1.0,0.6792068481445312,0.06653832276763878,256,256,65025.0,0.6845444059976932,27.047134399414062,38.94712829589844,33.63514709472656,46.180361126914754,60.18190171927708,53.34561713568422,776.0355075121344,0.8784746745212774,0.6591997218232557,5.89771012988306,Tomato___healthy
3147,65025.0,1020.0,256,256,1.0,0.9922027587890625,0.7853981633974483,256,256,65025.0,1.0,37.88421630859375,53.05586242675781,41.963134765625,45.06916028597491,62.513891826212465,49.77728825589784,113.02511020400807,0.9824292663561116,0.6350875960220979,5.72045678474348,Tomato___healthy
