Unnamed: 0,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,major_axis,minor_axis,convex_area,convex_ratio,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,classlabel
7427,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,5.9037933349609375,14.683975219726562,13.90826416015625,18.075572597346344,42.36641996692474,40.18570373870714,209.402132172722,0.9306521515315922,0.8909396115076121,1.9252712839089896,Tomato___Septoria_leaf_spot
7428,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,16.036239624023438,42.199615478515625,38.71128845214844,26.848145572803343,66.22578495841331,60.59614934097431,456.78318270016337,0.9362536756697356,0.7122706893441269,4.739375330213832,Tomato___Septoria_leaf_spot
7429,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,5.135223388671875,8.89813232421875,8.476028442382812,20.64928718069229,34.824730290032484,33.00561437315751,277.55690647827754,0.8701104616834588,0.9313855501142272,1.2445954290915429,Tomato___Septoria_leaf_spot
7430,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.130279541015625,0.229278564453125,0.243255615234375,3.051458074727188,4.934917089645903,5.190716980351565,8.776773927095348,0.8087143436513184,0.9972680534036348,0.0518032772285551,Tomato___Septoria_leaf_spot
7431,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,3.524627685546875,7.014404296875,6.9280548095703125,16.825098132507605,30.73116622701588,30.18830615331333,384.0361040825644,0.7706898156975155,0.9374805078957988,1.105086027429034,Tomato___Septoria_leaf_spot
7432,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,6.0072174072265625,10.969329833984377,11.007705688476562,20.154800845043567,34.2051687055751,34.187400716439214,301.1686732266437,0.8581514143675665,0.8898463795652578,1.9506583852345123,Tomato___Septoria_leaf_spot
7433,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.4336090087890625,0.6808013916015625,0.69818115234375,5.209296166728503,7.905886853527523,8.057343031117025,16.8726139285371,0.8558792261935688,0.9912836679314948,0.164870572300641,Tomato___Septoria_leaf_spot
7434,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.2055511474609375,0.349761962890625,0.3606719970703125,4.1695738117553365,6.787314527347545,6.963777606116049,18.40690104166667,0.7849879879524553,0.9966062514645966,0.0630084272860142,Tomato___Septoria_leaf_spot
7435,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,3.53009033203125,8.854049682617188,8.047088623046875,14.621425439286204,32.77206795252229,29.814278714715996,175.2434932177528,0.9010809232962644,0.926138744351495,1.3472649246750563,Tomato___Septoria_leaf_spot
7436,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.5641021728515625,1.3482818603515625,1.2793731689453125,5.925804047279002,12.84822422124181,12.130430256413646,30.77039170631488,0.8900514482617375,0.987293071864709,0.2392692019423775,Tomato___Septoria_leaf_spot
7437,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,10.999465942382812,34.71022033691406,30.769927978515625,22.546442879238725,63.68171916261095,56.49362429864259,302.539452494233,0.9529478761593908,0.7710934710856835,3.8938966497594736,Tomato___Septoria_leaf_spot
7438,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.3375244140625,0.7038116455078125,0.6754150390625,4.76276162691706,9.5165724011474,9.142016644789155,22.862057411812764,0.854375522085327,0.9934436301019636,0.1227825941724182,Tomato___Septoria_leaf_spot
7439,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,7.44195556640625,14.316436767578123,14.545364379882812,20.21992470829116,35.990470416343584,36.0448975086485,235.49633989931755,0.899000207629201,0.8446910818974691,2.733406537018036,Tomato___Septoria_leaf_spot
7440,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,4.925689697265625,10.402114868164062,10.553390502929688,18.715334209431163,37.55700177554317,37.53074610065946,382.9369747212611,0.8467603891771217,0.9147856534715306,1.5169001682691257,Tomato___Septoria_leaf_spot
7441,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,1.1326904296875,2.2382049560546875,2.19854736328125,8.000423538462899,14.69471563864605,14.345807496061884,51.8878551819012,0.8641989871558458,0.972934574250091,0.5000422965520633,Tomato___Septoria_leaf_spot
7442,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,2.91815185546875,5.572052001953125,5.2125244140625,13.95457115974298,26.04962814283744,24.06569896804772,147.86448223039218,0.872579161936116,0.9495117652509548,0.9254143793538164,Tomato___Septoria_leaf_spot
7443,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,4.79998779296875,11.994918823242188,10.668014526367188,16.3996109334759,39.54651526143921,35.105704113498085,233.108927215494,0.9077984240515916,0.9157774437823056,1.5224134189513,Tomato___Septoria_leaf_spot
7444,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,3.9340667724609375,6.874298095703125,6.4138946533203125,18.24758272336448,30.475422062871623,28.516172968709924,240.5762834306517,0.8522249195973969,0.9442324040159514,0.9995172702528576,Tomato___Septoria_leaf_spot
7445,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,17.581222534179688,44.98051452636719,41.76707458496094,27.54504191858175,67.19578029883749,62.54592080035056,251.3283128784602,0.9663822183074596,0.7269852621665976,4.640237594884015,Tomato___Septoria_leaf_spot
7446,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,6.05975341796875,11.510040283203123,11.24005126953125,20.44550505229681,35.86848234053702,35.11146181628269,223.0440491037101,0.9028444029630626,0.896125045768209,1.8635484673289144,Tomato___Septoria_leaf_spot
7447,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,11.269454956054688,25.680450439453125,24.435455322265625,23.470551791027205,49.53303273252981,46.97367137286903,243.37658752042483,0.9417875247811516,0.7735940187713728,3.87049139612496,Tomato___Septoria_leaf_spot
7448,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,9.669647216796877,26.52235412597656,25.25033569335937,21.564893811813725,52.454447320985885,49.90501307571721,290.1601307489908,0.9370146735846554,0.7868676902117111,3.656459639143859,Tomato___Septoria_leaf_spot
7449,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.256378173828125,0.503692626953125,0.4893798828125,3.752608008151655,6.852690527670267,6.65798810979279,16.927060055026914,0.7961747610131114,0.9932733311104184,0.1259428750627783,Tomato___Septoria_leaf_spot
7450,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,7.185638427734375,14.287200927734377,14.129592895507812,19.87588192803321,37.53050645212358,36.80436751270881,205.45849381848328,0.9174545020263342,0.8599313158448525,2.4792013628405005,Tomato___Septoria_leaf_spot
7451,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,11.05133056640625,26.5947265625,23.458511352539062,24.151437873439196,56.03485602175093,49.454441443089735,316.67516234741447,0.9377335048789882,0.8190178530860326,3.02859487939765,Tomato___Septoria_leaf_spot
7452,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,25.73945617675781,57.59132385253906,57.88658142089844,35.03299405152266,71.4077639151115,71.1593891224044,615.4041092067953,0.931174584526217,0.5979913643505735,6.525335623036552,Tomato___Septoria_leaf_spot
