Unnamed: 0,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,major_axis,minor_axis,convex_area,convex_ratio,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,classlabel
1,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
1,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.3118743896484375,0.4760284423828125,0.4866180419921875,4.859580041377853,7.228604378637892,7.379478273245965,19.962466178873512,0.7972182088236752,0.994545509905825,0.1020720808646362,Tomato___Bacterial_spot
2,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,8.968368530273438,17.733856201171875,18.408416748046875,23.92482090801092,43.97080127475471,45.4323086621106,371.0404134827951,0.8950722257250568,0.8452629208045733,2.7347247774176027,Tomato___Bacterial_spot
3,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,1.940032958984375,3.18548583984375,3.4259796142578125,11.421749642304889,17.631104724102798,18.72929069838273,90.52651777561516,0.8476777682884739,0.961683956670051,0.7042441669111995,Tomato___Bacterial_spot
4,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.017425537109375,0.0326385498046875,0.03070068359375,0.8688759256038515,1.5502409034907154,1.4563358669894804,1.0797974637158787,0.7410817276490149,0.9994647331901604,0.0105099965797747,Tomato___Bacterial_spot
5,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.251800537109375,0.437225341796875,0.4065704345703125,4.050053777524387,6.7843159663557815,6.337627812312535,9.147826917531718,0.8865264212364672,0.9954099267486176,0.0879830294104118,Tomato___Bacterial_spot
6,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,1.0184478759765625,2.1162109375,2.113754272460937,7.554464004779212,15.567787314000114,15.547241555969874,24.02969221573433,0.9440247560407432,0.9805481645793584,0.3768003023179361,Tomato___Bacterial_spot
7,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.1042327880859375,0.207489013671875,0.187225341796875,2.464218379166865,4.789480769726555,4.317367230865898,5.824029249567476,0.8487364527674591,0.9980257710849646,0.0392072176718405,Tomato___Bacterial_spot
8,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.3289947509765625,0.5351715087890625,0.5518798828125,4.174631039287356,6.500071515992449,6.658603430139742,13.453125991205305,0.8296115784957042,0.9917894835876402,0.1531992858786311,Tomato___Bacterial_spot
9,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
10,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
11,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
12,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.0518341064453125,0.0984954833984375,0.09747314453125,1.3817688921478344,2.520561234646298,2.509574383377501,1.6658906430219147,0.854304900271174,0.9983211055931296,0.0331357320439764,Tomato___Bacterial_spot
13,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.4411163330078125,0.6793975830078125,0.6716461181640625,5.397237181037251,8.0650439817234,8.049663079660956,20.3170364162822,0.8317340113213276,0.9916688928945196,0.1594304802285596,Tomato___Bacterial_spot
14,57011.0,1855.4112486839292,256,256,1.0,0.8699188232421875,0.2081077013944887,256,256,65025.0,0.8767550941945406,7.017608642578125,24.20590209960937,21.41162109375,17.01405905598974,55.02920167015221,48.7863956232592,290.5424213643791,0.9388712565000514,0.838541761282033,2.793965077961352,Tomato___Bacterial_spot
15,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.392364501953125,0.9564361572265624,0.8834991455078125,4.274231421904727,10.050779447347354,9.247666773781935,17.803481233179546,0.8937176569400322,0.9899984211456072,0.1939082100514181,Tomato___Bacterial_spot
16,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.043731689453125,0.077484130859375,0.074127197265625,1.670581535361474,2.8759937342534263,2.759924966858346,4.227514147202999,0.7117441855346149,0.9990765551329824,0.0178627518883559,Tomato___Bacterial_spot
17,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.27783203125,0.5167388916015625,0.4933624267578125,4.195183807047255,7.675092046662524,7.1861168767868095,20.26095564206075,0.8010679812679833,0.9943297398940764,0.1072115847092577,Tomato___Bacterial_spot
18,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.1307220458984375,0.1787872314453125,0.1941070556640625,2.7307875580399537,3.696671076092304,3.987785313162071,5.56395007328912,0.7947720219927732,0.9971645934774942,0.0546781968198525,Tomato___Bacterial_spot
19,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.131683349609375,0.21929931640625,0.224212646484375,2.4927800183820934,4.089364731052215,4.136210462481053,6.29517292027105,0.7955650397805223,0.99646890154341,0.0674832594380506,Tomato___Bacterial_spot
20,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.3938140869140625,1.0050201416015625,0.9634246826171876,4.25794339719742,9.044327270705304,8.765109137843453,26.70190876105344,0.8104008878819025,0.9851338131458768,0.2782135101053415,Tomato___Bacterial_spot
21,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.2640533447265625,0.48834228515625,0.4464874267578125,4.523595293673319,8.071060337811314,7.398314094681808,14.85140318627451,0.8671592941480412,0.995943893691962,0.078117787922158,Tomato___Bacterial_spot
22,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.0471038818359375,0.06396484375,0.0662078857421875,2.0494213881175822,2.777434013606068,2.874378233929185,3.429181474673203,0.7701549442986182,0.9993733186830112,0.0120363206496698,Tomato___Bacterial_spot
23,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.117279052734375,0.2158050537109375,0.2078704833984375,2.5043193679793725,4.435547939930943,4.274839057622756,6.034925179017685,0.8267020775626919,0.9971851328743264,0.0536240659269338,Tomato___Bacterial_spot
24,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
25,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,1.5008697509765625,2.450408935546875,2.6417388916015625,9.794027408392614,15.077658888642624,16.07549850020107,71.01754853902347,0.8371814888738788,0.9686502365610136,0.5768868535649806,Tomato___Bacterial_spot
26,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.0215301513671875,0.036529541015625,0.0328369140625,1.1323451417147152,1.888155946363922,1.7001987788095476,1.9770682549980776,0.6773894668933806,0.9995271601940312,0.0089531301674223,Tomato___Bacterial_spot
27,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
28,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,13.66461181640625,35.103271484375,31.66204833984375,26.06050352291506,61.45512738713088,55.57799253747575,376.26546298298734,0.9390442584821016,0.748278351439921,4.2765365383272265,Tomato___Bacterial_spot
29,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,3.0163726806640625,7.67987060546875,7.629974365234375,12.145696178921956,30.143566108170283,30.039894250096157,81.71166342272204,0.9480483546123192,0.9351650827067808,1.2054542505950114,Tomato___Bacterial_spot
30,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,15.955062866210938,38.714630126953125,36.78594970703125,28.991955571436627,63.21651625033228,60.03926013794251,474.1763886786332,0.9298436326641778,0.7313458300321627,4.654898270146714,Tomato___Bacterial_spot
31,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.9034423828125,1.81024169921875,1.8423614501953125,6.387306432487843,12.396766195253688,12.581600376420775,24.32104698313149,0.9121157131022648,0.9757581803344048,0.4576287924107725,Tomato___Bacterial_spot
32,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.0290985107421875,0.0496978759765625,0.0472869873046875,1.4321268739598103,2.369375323346057,2.259084233194412,2.427992809256055,0.756908791911984,0.9994451268681984,0.0106137277168373,Tomato___Bacterial_spot
33,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,13.735748291015623,39.05378723144531,40.035003662109375,25.804407121530108,59.7361819070582,60.49410852187938,280.341357110246,0.9548684506697948,0.6951858328491177,5.181608146597758,Tomato___Bacterial_spot
34,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.01873779296875,0.0352325439453125,0.02978515625,0.4101702006556051,0.6636328174844905,0.6859687622021197,0.2075908755046136,1.0,1.0,0.0106137277168373,Tomato___Bacterial_spot
35,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,8.267074584960938,14.246688842773438,15.87493896484375,24.603190069000025,39.96593489292885,44.07540691527704,338.5552209787101,0.8906750762835978,0.8726075540536958,2.252630106324906,Tomato___Bacterial_spot
36,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.050323486328125,0.077606201171875,0.08905029296875,1.4406810990450516,2.136762649731989,2.426552635284583,1.741383362168397,0.8107952293691221,0.9984466733810268,0.0305848846662257,Tomato___Bacterial_spot
37,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.3125152587890625,0.49517822265625,0.492645263671875,5.022952042944399,7.8127094467221,7.74861029687605,16.727594344723183,0.8507785741415109,0.9949537864954442,0.0960877952737628,Tomato___Bacterial_spot
38,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,3.0321197509765625,5.922698974609375,6.6043701171875,13.672639146013656,25.80545277098497,28.64280396433256,79.5490174452134,0.9375933161084072,0.9448254231470268,1.0415035298140365,Tomato___Bacterial_spot
39,65025.0,1020.0,256,256,1.0,0.9922027587890624,0.7853981633974483,256,256,65025.0,1.0,0.4443511962890625,0.8033599853515625,0.7938079833984375,5.441765244143144,9.47210202964012,9.475242661787124,27.42313118752403,0.8314098227014999,0.990915541894878,0.1728416092071947,Tomato___Bacterial_spot
